,,Birthday Honours List 2011,,,,,
New Year,List,Order,Level,Award,Name,Citation,County
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jason COEUR-DE-LION ,"IT Officer, Customer Operations, Northampton, HM Revenue and Customs.",Northamptonshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Christine COLE ,Epilepsy Nurse Specialist.  For services to People with Special Needs.,Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bryan Arthur COLLIER ,For services to the community in the London Borough of Newham.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Clive Hugh Austin COLLINS ,Cartoonist and Illustrator.  For services to Art.,Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Robert COMPTON ,For services to Young People through the Duke of Edinburgh Award Scheme and in The Gambia.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter CONNOLLY ,"Constable, Police Service of Northern Ireland.  For services to the Police.",Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alastair Nathan COOK ,For services to Cricket.,Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Shirley COOKE ,For voluntary service to Swimming in the North West.,Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stanley COOKE ,For voluntary service to Carers and to People with Special Needs in Northumberland.,Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Beverley COOMBS ,"Manager, Sure Start Children's Centre, Gateshead.  For services to Families.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John CORCORAN ,"Lately Chief Executive, Dunbartonshire Chamber of Commerce.  For services to Business.",Dunbartonshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Winsome Grace CORNISH ,For services to Black and Minority Ethnic People in London.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Helen Mabel COWELL ,"For services to the community in Bovey Tracey, South Devon.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Mary COYLE DL,For services to Leadership in the community in the North East.,Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Phyllis CRAIG ,For services to Sufferers of Asbestos-related Diseases.,Glasgow
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jennifer Anne CRIPPS ,"For services to Heritage in Kirton-in-Lindsey, Lincolnshire.",Lincolnshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Pamela June CROOK ,Painter.  For services to Art.,Gloucestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roderick Anthony CROOK ,For services to Education and to Fostering in Devon.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret CROOKS ,"For services to the community in Cookstown, Northern Ireland.",Tyrone
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Amanda  Catherine CRUST ,"Administration Officer, Lost Stolen and Recovered Passport Team Examiner, Identity and Passport Service Belfast, Home Office.",Belfast
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean CULLEN ,"For services to the community in Eastham, Wirral, Merseyside.",Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Peter Gerard CUNNINGHAM ,"Principal, Ceara Special School.  For services to Education in Northern Ireland.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Scott CUNNINGHAM ,"Administration Officer, Customer Operations, Edinburgh, HM Revenue and Customs.",Lanarkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Rosemary Theresa CUSACK ,"Chair, Debdale and Woodlands Community Association.  For services to the community in Gorton, Manchester.",Greater Manchester
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mark Bernard CUTLER ,For services to Maxillofacial Prosthetics.,West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sheila Maeve DALEY ,"Clerk to the Corporation, Westminster Kingsway College.  For services to Further Education.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Donald DARGAVEL ,"For services to the community in Hyde, Cheshire.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Rose DARGAVEL ,"For services to the community in Hyde, Cheshire.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Susan DAUNCEY ,"Legal Adviser, Avon and Somerset Constabulary.  For services to the Police.",Gloucestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann Peregrine DAVIES ,"Lately Chair, Neighbourhood Watch Association.  For services to the community in Swansea.",Swansea
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Colonel David Llewellin DAVIES TD DL,For services to Farming in Wales.,Pembrokeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Jeremy Robin DAVIES ,"Honorary Research Associate, British Geological Survey.  For services to Science.",Ceredigion
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John DAVIES ,"Lately Director for Wales, Planning Inspectorate, Department for Communities and Local Government.",Cardiff
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael DAVIES ,For services to Livestock Farming in West Wales.,Carmarthenshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael Roger DAVIES ,For services to the Co-operative Movement and to the community in South Wales.,Gwent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard James DAVIES ,"Director, Marches Energy Agency.  For services to Sustainable Energy.",Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Ann DAVIS ,"Executive Officer, Corporate IT, Department for Work and Pensions.",Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Jane DAVIS ,"Founder, Reader Organisation.  For services to Reader Development.",Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mark Anthony DAVIS ,"Grade C2, Ministry of Defence.",Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Teresa DAWES ,"Lately Teacher, Park House School and Sports College, Berkshire.  For services to Education.",Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr William Thompson DAWSON ,For voluntary service to Leukaemia Research in Northern Ireland.,Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr James Julian DEAN ,For services to Social Housing in South West London.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John William DEEBLE ,"For services to the community in Alnwick, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jane Elizabeth DELFINO ,"Director of Enterprise and Internationalism, United Learning Trust, Manchester Academy.  For services to Education.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr (Christopher) Peter DENARD ,"Head of Trading Standards, Surrey County Council.  For services to Local Government and to Consumers.",Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Gurcharan Singh DHESI ,"Sergeant, Metropolitan Police Special Constabulary.  For services to the Police.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Geoffrey Ronald DICKS ,For services to Macroeconomics.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Jan DINSDALE ,For services to the Sport of Blind Golf in Northern Ireland.,Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elsie DIXON ,"For services to the community in Benwell, Newcastle-upon-Tyne.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Hugh David DIXON ,For services to Heritage in the North East.,Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor William Gene DIXON ,"For services to Local Government in Darlington, County Durham.",Durham
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Dora DIXON-FYLE ,For services to Local Government in the London Borough of Southwark.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Joy DOAL ,For services to Vulnerable Women in Birmingham.,West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Geoffrey DODDS ,"For services to the community in Sunderland, Tyne and Wear.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Julia Catherine DONALDSON ,Author and Playwright.  For services to Literature.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire, Kirstie DONNELLY ,"Director of Products and Marketing, Ufi/learndirect.  For services to Further Education.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Patrick DOSSETT ,For services to the Electrical Manufacturing Industry.,Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward Colin DOWDESWELL ,For services to Education and to Music in Norwich.,Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert Henry DOWLER ,For services to the Voluntary Sector.,Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael William DOYLE ,"Craft Team Line Manager, Parliamentary Estates Directorate, House of Parliament.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hashim Ismail DUALE ,For services to Community Cohesion in Leicester.,Leicestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Andrew DUCKETT ,"Watch Manager, Southam Fire Station.  For services to the community in Warwickshire.",Warwickshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Denise Ann DUFFY ,"Lately Senior Executive Officer, Jobcentre Plus, Department for Work and Pensions.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret DUNCAN ,For services to People with Special Needs in Fife.,Fife
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter DUNNING ,For services to Rural Communities in Devon.,Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Timothy John DYMOND ,"Grade C1, Ministry of Defence.",Scotland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas John EBDON DL,For services to the community in Sussex.,West Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Lewis ECCLESTONE ,"Sound Archivist, National Trust.  For services to Heritage.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Barry EDWARDS ,"Architect, Commonwealth War Graves Commission.  For services to Heritage.",Berkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Charles Roy ELMS ,For voluntary service to SSAFA Forces Help in South Yorkshire.,South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Jessica ENNIS ,For services to Athletics.,South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Angela Helen EVANS ,"Respiratory Physiologist, NHS Stoke Primary Care Trust. For services to Healthcare.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Non EVANS ,For services to Sport.,Cardiff
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Mark Stephen FAINT ,"Chairman, Cheshire Police Federation.  For services to the Police.",Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Eric James FARRELL ,For services to Caneoing.,Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Isobel Anne FENTON ,"Director, Institute of Professional Legal Studies. For services to Legal Education in Northern Ireland.",Down
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Janet FERNAU ,"Founder and Chair, Haemochromatosis Society.  For voluntary service to Healthcare.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Noel FIELDUS ,For charitable services to the Spinal Injuries Association.,East Sussex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ainsley FORBES ,For services to Social Housing in London.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian FORBES ,For services to Heritage in the North Pennines.,Durham
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Lesley FORREST ,For voluntary service to Transplant Athletics.,Edinburgh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John FORSYTH ,For services to Music in Teesside.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John Bryan FOULKES ,For services to the community in Powys.,Powys
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Augustine Leith FRANCIS ,For services to Steel Pan Music.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kaye FRANKLIN ,"For services to the Voluntary Sector in Swindon, Wiltshire.",Wiltshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul FROST ,"For voluntary service to the Royal National Lifeboat Institution, Rhyl, Denbighshire.",Denbighshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Neil GADSBY ,"For voluntary service to Katharine House Hospice, Oxfordshire.",Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Pauline Mary GALLACHER ,For services to Architecture and to Regeneration in Central Scotland.,Renfrewshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Barry Stanley GEORGE ,"For services to Public Library Services in Luton, Bedfordshire.",Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Pauline GERAGHTY ,"Programme Manager, The Children's Society, Lancashire Children's Rights Project, Preston.  For services to Young People.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joan Mary GIBBINS ,"Deputy Council Officer, Institution of Mechanical Engineers.  For services to Technology.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Percy GILBERT ,For services to the community in Swansea.,Swansea
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Katherine GILLESPIE-SELLS ,"For services to Disabled Lesbian, Gay, Bisexual and Transgender People.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Lilian GILMAN ,"Lunchtime Supervisor, Kenmore Park First School, London Borough of Harrow.  For services to Education.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Richard GLEADHILL ,For services to the Multiple Sclerosis Society.,North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John GLENDINNING ,"Higher Officer, Capital Gains Tax Team, Local Compliance, Washington, HM Revenue and Customs.",Tyne and Wear
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Colin GODFREY ,"Activities Development Nurse, Oxford Health NHS Foundation Trust.  For services to Healthcare.",Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ivan Michael GODFREY ,"Lately Chairman of Governors, Two Moors Primary School, Devon.  For services to Education.",Devon
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Catherine Wendy GOLDSTRAW ,For services to Local Government in Scotland.,East Lothian
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alison GOOD ,"Lately Information Services Manager, Scottish Poisons Information Bureau.  For services to Healthcare.",Edinburgh
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Valerie GOOD ,"For services to Gardening, particularly to the Sweetpea Flower in Wem, Shropshire.",Shropshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Althea Lavinia GORDON ,For services to Classical Music in Perthshire.,Perth and Kinross
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Geoffrey Arthur GORHAM OSTJ,For voluntary service to St John Ambulance in Hertfordshire.,Cambridgeshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Leslie Gorge GOULDING ,For services to Clinical Science.,Oxfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Air Cmde Peter GOVER DL AFC,For services to the Voluntary Sector in Rutland.,Rutland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Philip GRAHAM ,"For voluntary service, particularly to the Motor Neurone Disease Association.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr James Alexander GRANT ,General Medical Practitioner.  For services to Community Healthcare in Scotland.,Perth and Kinross
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean Frances GRANT ,For services to Mental Healthcare in Somerset.,Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Adam William GRAY ,"Deputy Station Officer, Dunbar Coastguard Rescue Service.  For services to Maritime Safety in East Lothian.",East Lothian
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Maxine GREAVES ,"For services to Sure Start Children's Centre, Sheffield.",South Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Thea GREEN ,"Founder, Nails Inc.  For services to the Beauty Industry.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Denis Ross GREY ,"Senior Executive Officer, Special Cases Directorate, UK Border Agency, Home Office.",London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Yorke GRIFFITH ,"Chairman, Worcester Municipal Charities.  For services to the Voluntary Sector.",Worcestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Elizabeth Jane GRIFFITHS ,"For services to the community in Llanilar, Ceredigion.",Ceredigion
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs May Rose GRIFFITHS ,"For services to the community in Wombourne, South Staffordshire.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Melita GRIPTON ,"Lately Administrative Officer, Jobcentre Plus, Department for Work and Pensions.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Barbara Patricia GRONNOW ,"Administrative Officer, Fraud Investigation Service, Jobcentre Plus, Department for Work and Pensions.",Wrexham
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sue GROVES ,"Interventions Caseworker, Small Medium Enterprise Team, London, HM Revenue and Customs.",Kent
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Josephine GUERIN ,"Co-ordinator, Specialist Paediatric HIV Service, St Mary's Hospital, Paddington.  For services to Healthcare.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Osborne GUY ,For services to the British Korean Veterans' Association.,Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr John Ruff GWILT ,"For services to the community in Roade, Northamptonshire.",Northamptonshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Roland Frederick HAGGERWOOD ,For voluntary service to the Royal British Legion in Bedfordshire.,Bedfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine HAINES ,"For services to the community in  Frensham, Surrey.",Surrey
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Captain Graham HALL ,"For voluntary service to the Royal National Lifeboat Institution, Bembridge, Isle of Wight.",Isle of Wight
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ian Robert HALL ,"Operations Director, NATS.  For services to the Airline Industry.",Hampshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Robert HALL ,"For services to Cramlington Voluntary Youth Project, Blyth Valley, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joanne HAMER ,"Grade C1, Ministry of Defence.",Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine HAMILTON STEWART ,"For voluntary service to Marie Curie Cancer Care in Bradford, West Yorkshire.",North Yorkshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Paula Christine HAMMOND JP,For services to the community in Nottinghamshire.,Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hamish Graeme HARDIE ,"Depute Chairman, Clyde Maritime Trust.  For voluntary service to Maritime Heritage in Scotland.",Inverclyde
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean HARDY ,"Chair of Governors, West Nottinghamshire College.  For voluntary service to Further Education.",Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Christine Anne HARLOW ,For services to the Scope Charity in Greater Manchester.,Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Joyce Millicent HARPER ,For services to Dance in Bristol.,Bristol
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Denzil HART ,For voluntary service to Grassroots Football in the North West.,Greater Manchester
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter John HARVEY ,"National Chairman, Motor Schools Association of Great Britain.  For services to Road Safety and Training.",Renfrewshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Annamarie HASSALL ,"Director of Delivery Support, Together for Children.  For services to Families.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Hilary HASTINGS ,"Programme Manager, Birchills and North Walsall Sure Start Children's Centre.  For services to Families.",West Midlands
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Clifford John HATHAWAY ,"Press Officer, Communications and Marketing, Stoke-on-Trent, HM Revenue and Customs.",Staffordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Patricia Ann HATTON ,"For services to the community in Wollaton, Nottinghamshire.",Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Mary Ruth HAWGOOD ,For services to the community in Durham.,Durham
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Dorothy HEATHCOTE ,For services to Drama as Education.,Derbyshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Coun Mrs Heather HENSHAW ,"For services to the National Society for the Prevention of Cruelty to Children and to the community in Mansfield, Nottinghamshire.",Nottinghamshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Joseph Leslie HENSON ,"Founder, Rare Breeds Survival Trust and Cotswold Farm Park.  For services to Conservation.",Gloucestershire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Joan HENTHORN ,"Lately Senior Laboratory Scientist, National Screening Programme for Sickle Cell and Thalassaemia Programme, Central Middlesex Hospital, London. For services to the NHS.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Karen Jean HEPPLESTON WINN ,For services to Special Needs and Elderly People in Greater Manchester.,Cheshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ronald Hamby HEPWORTH ,"For services to the community in Woodbridge, Suffolk.",Suffolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter HEWITT ,"For services to the community in Tilbury, Essex.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Nigel HILDRETH ,"Head of Music and Performing Arts, Colchester Sixth Form College.  For services to Education.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Edward John HILL ,"For services to the Voluntary Sector in Hertfordshire, Bedfordshire and London.",Hertfordshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Elliott HILL ,"For services to Young People in Berwick-upon-Tweed, Northumberland.",Northumberland
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael James HILL ,"Chairman, Charing Cross Kidney Patients' Association.  For services to Healthcare.",Middlesex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Barbara Doris HOBBS-HURRELL ,"Foster Carer, Southend-on-Sea Council.  For services to Families.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Maurice HOBBS-HURRELL ,"Foster Carer, Southend-on-Sea Council.  For services to Families.",Essex
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Rodney Augustus Sidney HODGMAN ,"For services to the community in Bath, Somerset.",Wiltshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Penelope Christine HOEY ,"For services to Heritage in Kirton-in-Lindsey, Lincolnshire.",Lincolnshire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joyce HOLGATE ,"For services to Local Government in Ribble Valley, Lancashire.",Lancashire
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Andrew HOLMES ,"Director, How Hill Trust. For services to Environmental Education in Norfolk.",Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jenifer Ann (Jane) HOLMES ,"For services to Save the Children in Wells, Somerset.",Somerset
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Frank HORWILL ,Athletics Coach.  For voluntary service to Sport.,London
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Laurie HOUGH ,"Senior Executive Officer, Child Support Agency, Department for Work and Pensions.",Merseyside
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Kathleen Patricia HOVEY ,"For services to the community in Kendal, Cumbria.",Cumbria
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Carolyn HOWELL ,For services to the Mortgage Rescue Scheme.,Norfolk
Birthday,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Amanda HUDSON ,"For services to the community in Fleetwood, Lancashire.",Lancashire
